@relation balcony

@attribute intensity NUMERIC
@attribute light_balcony NUMERIC
@attribute current_washMachine_balcony NUMERIC
@attribute current_AC_livingroom NUMERIC
@attribute current_waterHeater_balcony NUMERIC
@attribute class {Laundering}

@data
2.2,2,4,5,5,Laundering
