@relation 'studyroom-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -N 1 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -S 10'

@attribute intensity numeric
@attribute current_PC_studyroom numeric
@attribute class {UsingPC}
@attribute cluster {cluster1}

@data
1.73,0,UsingPC,cluster1
