@relation 'balcony-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -N 1 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -S 10'

@attribute intensity numeric
@attribute light_balcony numeric
@attribute current_washMachine_balcony numeric
@attribute current_AC_livingroom numeric
@attribute current_waterHeater_balcony numeric
@attribute class {Laundering}
@attribute cluster {cluster1}

@data
2.2,2,4,5,5,Laundering,cluster1
