@relation 'kitchen-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -N 1 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -S 10'

@attribute intensity numeric
@attribute current_refi_kitchen numeric
@attribute current_microwave_kitchen numeric
@attribute class {PreparingFood}
@attribute cluster {cluster1}

@data
1.73,2,0,PreparingFood,cluster1
