@relation balcony-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute intensity numeric
@attribute light_balcony numeric
@attribute current_washMachine_balcony numeric
@attribute current_AC_livingroom numeric
@attribute current_waterHeater_balcony numeric
@attribute class {Laundering}

@data
2.2,2,4,5,5,Laundering
